id,label,url,,shade,concern,finish,coverage,formulation,rating,brand,name, price ,skin type,skin tone,img,
makeup_257,foundation,https://www.myntra.com/foundation-and-primer/mac/mac-studio-fix-powder-plus-foundation---nc42-15g/9588519/buy,https://www.myntra.com/foundation-and-primer/mac/mac-studio-fix-powder-plus-foundation---nc42-15g/9588519/buy,NC42,Acne or Blemishes,matte,medium,powder,4.6,m.a.c,studio fix powder plus foundation - nc42 15g," Rs. 14,750.00 ",all,fair to light,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9588519/2019/5/21/00dc0645-509d-442a-98d3-e99cac5d83871558417368662-MAC-Women-Foundation-and-Primer-431558417368425-1.jpg",
makeup_258,foundation,https://www.myntra.com/foundation-and-primer/makeup-revolution-london/makeup-revolution-fast-base-stick-foundation---f8-62g/4426702/buy,https://www.myntra.com/foundation-and-primer/makeup-revolution-london/makeup-revolution-fast-base-stick-foundation---f8-62g/4426702/buy,F8,Acne or Blemishes,natural,full,stick,4.3,makeup revolution london,makeup revolution fast base stick foundation - f8 6.2g," Rs. 2,760.00 ",all,medium to dark,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/4426702/2018/5/4/11525437974035-Makeup-Revolution-London-Women-Foundation-and-Primer-8921525437974011-1.jpg",
makeup_259,foundation,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-ultime-pro-hd-runway-ready-foundation-olive-beige-05-30-ml/14254362/buy,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-ultime-pro-hd-runway-ready-foundation-olive-beige-05-30-ml/14254362/buy,Olive Beige 05,,matte,medium,liquid,3.6,faces canada,ultime pro hd runway ready foundation olive beige 05 30 ml," Rs. 5,995.00 ",normal,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14254362/2021/7/22/3a32e9ff-dcf5-4f20-926f-816cac5e82571626952273067FACESCANADAUltimeProHdRunwayReadyFoundationOliveBeige0530ml1.jpg",
makeup_260,foundation,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-hello-happy-air-stick-foundation---light-warm-2/14411346/buy,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-hello-happy-air-stick-foundation---light-warm-2/14411346/buy,Light Warm 02,Dark spots,matte,medium,stick,4,benefit cosmetics,hello happy air stick foundation - light warm 2," Rs. 17,000.00 ",normal,fair to light,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14411346/2021/6/10/03df3e04-405e-4cc0-8ed8-e37348b1a4e41623325444907-Hello-Happy-Air-Stick-Foundation-2971623325444750-1.jpg",
makeup_261,foundation,https://www.myntra.com/foundation-and-primer/sugar/sugar-ace-of-face-foundation-stick-37-freddo-12-g/11209968/buy,https://www.myntra.com/foundation-and-primer/sugar/sugar-ace-of-face-foundation-stick-37-freddo-12-g/11209968/buy,Freddo 37,Acne or Blemishes,matte,full,stick,4.4,sugar,ace of face foundation stick 37 freddo 12 g," Rs. 4,995.00 ",all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11209968/2021/8/22/6a25e66f-8515-4e42-8603-99a7149d93ab1629607629907-SUGAR-Ace-Of-Face-Foundation-Stick-37-Freddo-12-g-9016296076-12.jpg",
makeup_262,foundation,https://www.myntra.com/foundation-and-primer/miss-claire/miss-claire-professional-stick-foundation---fs40/15323208/buy,https://www.myntra.com/foundation-and-primer/miss-claire/miss-claire-professional-stick-foundation---fs40/15323208/buy,FS40,Acne or Blemishes,natural,medium,stick,4.2,miss claire,professional stick foundation - fs40," Rs. 2,360.00 ",dry,medium to dark,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15323208/2021/10/13/9d8d6dfa-fba6-4726-9077-1e25c42826501634126075671MissClaireProfessionalStickFoundation-FS401.jpg",
makeup_263,foundation,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-hello-happy-velvet-powder-foundation---05/14411392/buy,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-hello-happy-velvet-powder-foundation---05/14411392/buy,Medium Neutral warm 05,Oil control,matte,medium,powder,4.2,benefit cosmetics,hello happy velvet powder foundation - 05," Rs. 15,500.00 ",oily,fair to light,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14411392/2021/6/10/15eadbf9-52c7-4cd1-a140-c66d6098c8ae1623325494989-Hello-Happy-Velvet-Powder-Foundation7g-6691623325494714-1.jpg",
makeup_264,foundation,https://www.myntra.com/foundation-and-primer/loreal/loreal-paris-women-basemagique-transforming-smoothing-primer-15ml/61971/buy,https://www.myntra.com/foundation-and-primer/loreal/loreal-paris-women-basemagique-transforming-smoothing-primer-15ml/61971/buy,Translucent,Pore Minimizing and Blurring,matte,medium,cream,4.5,loreal,paris women basemagique transforming smoothing primer 15ml," Rs. 3,880.00 ",all,fair to light,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/61971/2020/10/19/17d7272f-169c-4db1-9be6-0bbb4caaaf391603090479018-LOreal-Paris-Women-BaseMagique-Transforming-Smoothing-Primer-1.jpg",
makeup_265,foundation,https://www.myntra.com/foundation-and-primer/anastasia-beverly-hills/anastasia-beverly-hills-luminous-foundation---365c/15693878/buy,https://www.myntra.com/foundation-and-primer/anastasia-beverly-hills/anastasia-beverly-hills-luminous-foundation---365c/15693878/buy,365C,Acne or Blemishes,luminous,full,cream,4,anastasia beverly hills,luminous foundation - 365c," Rs. 21,375.00 ",dry,medium to dark,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15693878/2021/10/8/0b8adb44-a98f-464e-8980-c511c527fb991633688239400ANASTASIABEVERLYHILLSLuminousFoundation-365C1.jpg",
makeup_266,foundation,https://www.myntra.com/foundation-and-primer/sugar/sugar-rage-for-coverage-light-warm-undertone-24hr-foundation-10-latte-25ml/14534468/buy,https://www.myntra.com/foundation-and-primer/sugar/sugar-rage-for-coverage-light-warm-undertone-24hr-foundation-10-latte-25ml/14534468/buy,Latte 10,Pore Minimizing and Blurring,matte,full,cream,4.4,sugar,rage for coverage light warm undertone 24hr foundation 10 latte 25ml," Rs. 3,995.00 ",all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14534468/2021/8/13/5aed432f-8f98-422f-9d73-64e239607f2a1628846504016SUGARRageForCoverageLightWarmUndertone24HrFoundation10Latte21.jpg",
makeup_267,foundation,https://www.myntra.com/foundation-and-primer/colorbar/colorbar-aquafeel-pro-foundation---apple-crunch-05-30-ml/2369023/buy,https://www.myntra.com/foundation-and-primer/colorbar/colorbar-aquafeel-pro-foundation---apple-crunch-05-30-ml/2369023/buy,Apple crunch 05,Dark spots,natural,full,cream,4.1,colorbar,aquafeel pro foundation - apple crunch 05 30 ml," Rs. 2,475.00 ",all,medium to dark,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2369023/2021/5/27/adfe7e3b-e678-4707-80ac-da1c79f7d4aa1622112117003ColorbarAquafeelProFoundation-AppleCrunch0530ml1.jpg",
makeup_268,foundation,https://www.myntra.com/foundation-and-primer/sugar/sugar-ace-of-face-foundation-stick---15-cappuccino---light---cool-undertone/11209978/buy,https://www.myntra.com/foundation-and-primer/sugar/sugar-ace-of-face-foundation-stick---15-cappuccino---light---cool-undertone/11209978/buy,15 Cappuccino,Acne or Blemishes,matte,full,stick,4.1,sugar,ace of face foundation stick - 15 cappuccino - light - cool undertone," Rs. 4,995.00 ",all,fair to light,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11209978/2021/8/22/0fd12775-8175-4bdf-a3b9-ed34cc9294b01629607685163-SUGAR-Ace-of-Face-Foundation-Stick---15-Cappuccino---Light---12.jpg",
makeup_269,foundation,https://www.myntra.com/foundation-and-primer/maybelline/maybelline-set-of-foundation--concealer/11095450/buy,https://www.myntra.com/foundation-and-primer/maybelline/maybelline-set-of-foundation--concealer/11095450/buy,warm nude 128,Oil control,matte,medium,liquid,4.4,maybelline,set of foundation & concealer," Rs. 3,785.00 ",all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11095450/2019/12/3/147b7ddd-5956-4124-a3ae-ad086cb8a0551575376562094-Maybelline-Women-Foundation-and-Primer-3491575376561696-1.jpg",
makeup_270,foundation,https://www.myntra.com/foundation-and-primer/miss-claire/miss-claire-fs46-professional-stick-foundation/14274918/buy,https://www.myntra.com/foundation-and-primer/miss-claire/miss-claire-fs46-professional-stick-foundation/14274918/buy,FS46,Acne or Blemishes,matte,full,stick,4.2,miss claire,fs46 professional stick foundation," Rs. 3,375.00 ",all,medium to dark,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14274918/2021/9/24/7c143554-7d9c-4b98-81a8-a9bafec7daf11632474858472-Miss-Claire-Women-Foundation-and-Primer-9841632474858217-1.jpg",
makeup_271,foundation,https://www.myntra.com/foundation-and-primer/makeup-revolution-london/makeup-revolution-london-fast-base-stick-foundation---f10-62g/4426704/buy,https://www.myntra.com/foundation-and-primer/makeup-revolution-london/makeup-revolution-london-fast-base-stick-foundation---f10-62g/4426704/buy,F10,,natural,full,stick,4.2,makeup revolution london,fast base stick foundation - f10 6.2g," Rs. 2,760.00 ",all,medium to dark,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/4426704/2018/5/4/11525437988549-Makeup-Revolution-London-Women-Foundation-and-Primer-6431525437988517-1.jpg",
makeup_272,foundation,https://www.myntra.com/foundation-and-primer/loreal/loreal-paris-infallible-24h-matte-cover-foundation---104-golden-beige-/11527726/buy,https://www.myntra.com/foundation-and-primer/loreal/loreal-paris-infallible-24h-matte-cover-foundation---104-golden-beige-/11527726/buy,Golden Beige 104,,matte,medium,cream,4.2,loreal,paris infallible 24h matte cover foundation - 104 golden beige," Rs. 2,625.00 ",normal,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11527726/2021/4/28/7871832d-d807-4822-8475-bab7e1ecc5641619593127606-LOreal-Women-Foundation-and-Primer-9511619593127478-1.jpg",
makeup_273,foundation,https://www.myntra.com/foundation-and-primer/anastasia-beverly-hills/anastasia-beverly-hills-luminous-foundation---250c/15693888/buy,https://www.myntra.com/foundation-and-primer/anastasia-beverly-hills/anastasia-beverly-hills-luminous-foundation---250c/15693888/buy,250C,Acne or Blemishes,luminous,medium,cream,3.9,anastasia beverly hills,luminous foundation - 250c," Rs. 21,375.00 ",all,fair to light,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15693888/2021/10/8/a2817403-91c2-45a0-a593-1b7165a691ad1633688218780ANASTASIABEVERLYHILLSLuminousFoundation-250C1.jpg",
makeup_274,foundation,https://www.myntra.com/foundation-and-primer/makeup-revolution-london/makeup-revolution-london-conceal--define-full-coverage-foundation---f105-23-ml/8434365/buy,https://www.myntra.com/foundation-and-primer/makeup-revolution-london/makeup-revolution-london-conceal--define-full-coverage-foundation---f105-23-ml/8434365/buy,F10.5,,matte,full,liquid,4,makeup revolution london,conceal & define full coverage foundation - f10.5 23 ml," Rs. 4,710.00 ",all,medium to dark,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/8434365/2021/2/26/94461e14-62bd-4668-9358-784d3ddcb1ea1614325995758-Makeup-Revolution-London-Conceal--Define-Full-Coverage-Found-1.jpg",
makeup_275,foundation,https://www.myntra.com/foundation-and-primer/sivanna-colors/sivanna-colors-moist-long-stay-concealer-foundation-20ml/15848190/buy,https://www.myntra.com/foundation-and-primer/sivanna-colors/sivanna-colors-moist-long-stay-concealer-foundation-20ml/15848190/buy,Cream,,natural,full,liquid,4.2,sivanna colors,moist long stay concealer foundation 20ml," Rs. 12,100.00 ",normal,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15848190/2021/10/18/25247a87-bb08-4660-85bb-e68610a9828e1634566827922SivannaColorsMoistLongstayConcealerFoundation-HF5050011.jpg",
makeup_276,foundation,https://www.myntra.com/foundation-and-primer/sugar/sugar-rage-for-coverage-medium-golden-undertone-24hr-foundation-32-cortado-25ml/14534466/buy,https://www.myntra.com/foundation-and-primer/sugar/sugar-rage-for-coverage-medium-golden-undertone-24hr-foundation-32-cortado-25ml/14534466/buy,Cortado 32,Acne or Blemishes,matte,full,cream,4.4,sugar,rage for coverage medium golden undertone 24hr foundation 32 cortado 25ml," Rs. 3,995.00 ",all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14534466/2021/8/13/63984308-3c6c-45b4-ad32-74003547fe4a1628846414034SUGARRageForCoverageMediumGoldenUndertone24HrFoundation32Cor1.jpg",
makeup_277,foundation,https://www.myntra.com/foundation-and-primer/mac/mac-studio-fix-fluid-broad-spectrum-foundation-with-spf-15---nc12-30-ml/9589989/buy,https://www.myntra.com/foundation-and-primer/mac/mac-studio-fix-fluid-broad-spectrum-foundation-with-spf-15---nc12-30-ml/9589989/buy,NC12,Sun protection,matte,full,liquid,4.2,m.a.c,studio fix fluid broad spectrum foundation with spf 15 - nc12 30 ml," Rs. 14,500.00 ",all,fair to light,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9589989/2021/3/19/a21ee845-1db3-4b1a-9d70-2f1eeb6d2cdc1616133454950-MAC-Studio-Fix-Fluid-Broad-Spectrum-Foundation-with-SPF-15---1.jpg",
makeup_278,foundation,https://www.myntra.com/foundation-and-primer/cal-losangeles/cal-losangeles-women-pro-matte-foundation/15566916/buy,https://www.myntra.com/foundation-and-primer/cal-losangeles/cal-losangeles-women-pro-matte-foundation/15566916/buy,Fresh Beige,Dark spots,matte,full,liquid,3.9,cal losangeles,women pro matte foundation," Rs. 3,250.00 ",all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15566916/2021/9/22/f501b6d7-ef8e-4e56-9e3b-1da74186e6ab1632295370897a1.jpg",
makeup_279,foundation,https://www.myntra.com/foundation-and-primer/sugar/sugar-rage-for-coverage-medium-beige-golden-peach-undertone-24hr-foundation-37-freddo-25ml/14534452/buy,https://www.myntra.com/foundation-and-primer/sugar/sugar-rage-for-coverage-medium-beige-golden-peach-undertone-24hr-foundation-37-freddo-25ml/14534452/buy,Freddo 37,Pore Minimizing and Blurring,matte,full,cream,4.4,sugar,rage for coverage medium beige golden peach undertone 24hr foundation 37 freddo 25ml," Rs. 3,995.00 ",oily,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14534452/2021/8/13/9ea93061-a6cc-4a97-b75e-ac83f77d26301628846335873SUGARRageForCoverageMediumBeigeGoldenPeachUndertone24HrFound1.jpg",
makeup_280,foundation,https://www.myntra.com/foundation-and-primer/cal-losangeles/cal-losangeles-pro-matte-foundation---03/15560644/buy,https://www.myntra.com/foundation-and-primer/cal-losangeles/cal-losangeles-pro-matte-foundation---03/15560644/buy,Warm Beige,Dark spots,matte,full,liquid,3.8,cal losangeles,pro matte foundation - 03," Rs. 3,250.00 ",all,medium to dark,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15560644/2021/9/21/4ebef92c-0e47-4b6d-a845-c5eab3e3cf9b1632239219788na1.jpg",
makeup_281,foundation,https://www.myntra.com/foundation-and-primer/colorbar/colorbar-amino-skin-radiant-foundation---beige-mild-15g/1884780/buy,https://www.myntra.com/foundation-and-primer/colorbar/colorbar-amino-skin-radiant-foundation---beige-mild-15g/1884780/buy,Beige mild,Acne or Blemishes,natural,full,cream,4.3,colorbar,amino skin radiant foundation - beige mild 15g," Rs. 5,100.00 ",all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1884780/2017/5/15/11494828473490-Colorbar-Women-Foundation-and-Primer-6911494828473390-1.jpg",
makeup_282,foundation,https://www.myntra.com/foundation-and-primer/maybelline/maybelline-set-of-new-york-fit-me-matte--poreless-liquid-foundation--colossal-pen-liner/15060320/buy,https://www.myntra.com/foundation-and-primer/maybelline/maybelline-set-of-new-york-fit-me-matte--poreless-liquid-foundation--colossal-pen-liner/15060320/buy,warm nude 128,Oil control,matte,medium,liquid,4.3,maybelline,set of new york fit me matte + poreless liquid foundation & colossal pen liner," Rs. 2,955.00 ",all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15060320/2021/8/12/537f8b4b-98a6-4211-9268-1101271252a01628761091207MaybellineSetofNewYorkFitMeMattePorelessLiquidFoundationColo1.jpg",
makeup_283,foundation,https://www.myntra.com/foundation-and-primer/pac/pac-ultra-studio-hd-foundation-powder-palette--x10-p-3g/9791839/buy,https://www.myntra.com/foundation-and-primer/pac/pac-ultra-studio-hd-foundation-powder-palette--x10-p-3g/9791839/buy,P,,matte,medium,powder,4,pac,"ultra studio hd foundation powder palette x10, [p] 3g"," Rs. 11,975.00 ",all,medium to dark,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9791839/2021/7/30/b9dc8178-0645-4c98-b441-249b5a68f76f1627637402748-PAC-Unisex-Compact-7981627637402658-1.jpg",
makeup_284,foundation,https://www.myntra.com/foundation-and-primer/mac/mac-studio-fix-spf-15-fluid-foundation---nc30-30ml/9588993/buy,https://www.myntra.com/foundation-and-primer/mac/mac-studio-fix-spf-15-fluid-foundation---nc30-30ml/9588993/buy,NC30,Sun protection,matte,medium,liquid,4.4,m.a.c,studio fix spf 15 fluid foundation - nc30 30ml," Rs. 14,750.00 ",all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9588993/2020/7/3/93c933af-f165-4c70-a729-4d04d70b0b3b1593777358666-MAC-Studio-Fix-Fluid-Foundation-with-SPF-15---NC30-30ml-1681-1.jpg",
makeup_285,foundation,https://www.myntra.com/foundation-and-primer/sugar/sugar-ace-of-face-foundation-stick-25-macchiato-12-g/11209974/buy,https://www.myntra.com/foundation-and-primer/sugar/sugar-ace-of-face-foundation-stick-25-macchiato-12-g/11209974/buy,Macciato 25,Acne or Blemishes,matte,full,stick,4.5,sugar,ace of face foundation stick 25 macchiato 12 g," Rs. 4,995.00 ",all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11209974/2021/8/22/96e26299-5298-4041-ba9c-56e626e833961629607664243-SUGAR-Ace-Of-Face-Foundation-Stick-25-Macchiato-12-g-4791629-12.jpg",
makeup_286,foundation,https://www.myntra.com/foundation-and-primer/makeup-revolution-london/makeup-revolution-london-conceal--define-foundation---f85-23ml/8434329/buy,https://www.myntra.com/foundation-and-primer/makeup-revolution-london/makeup-revolution-london-conceal--define-foundation---f85-23ml/8434329/buy,F8.5,Acne or Blemishes,matte,full,liquid,4,makeup revolution london,conceal & define foundation - f8.5 23ml," Rs. 4,565.00 ",all,medium to dark,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/8434329/2019/7/4/9bd3db75-8af7-4cba-b17a-81aeb53ecfe01562231693968-Makeup-Revolution-London-Conceal--Define-Full-Coverage-Found-1.jpg",
makeup_287,foundation,https://www.myntra.com/foundation-and-primer/sugar/sugar-cosmetics-ace-of-face-foundation-stick-52-corretto-12-g/11209960/buy,https://www.myntra.com/foundation-and-primer/sugar/sugar-cosmetics-ace-of-face-foundation-stick-52-corretto-12-g/11209960/buy,Corretto 52,Finelines and wrinkles,matte,full,stick,4.4,sugar,cosmetics ace of face foundation stick 52 corretto 12 g," Rs. 4,995.00 ",oily,medium to dark,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11209960/2021/8/22/ee706b65-aaaf-4c51-882d-9875d5dc20b01629607588832-SUGAR-Cosmetics-Ace-Of-Face-Foundation-Stick-52-Corretto-12--12.jpg",
makeup_288,foundation,https://www.myntra.com/foundation-and-primer/iba/iba-must-have-waterproof-liquid-foundation---warm-caramel-30ml/15753888/buy,https://www.myntra.com/foundation-and-primer/iba/iba-must-have-waterproof-liquid-foundation---warm-caramel-30ml/15753888/buy,Warm caramel,Dryness,matte,medium,liquid,4.2,iba,must have waterproof liquid foundation - warm caramel 30ml," Rs. 2,795.00 ",all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15753888/2021/10/6/bbf3185d-d3ac-4671-aba5-85a0089fd78f1633523534240z1.jpg",
makeup_289,foundation,https://www.myntra.com/foundation-and-primer/cal-losangeles/cal-losangeles-setz-makeup-finishing-spray-soft-focus-effect---100-ml/15273450/buy,https://www.myntra.com/foundation-and-primer/cal-losangeles/cal-losangeles-setz-makeup-finishing-spray-soft-focus-effect---100-ml/15273450/buy,Natural,Dryness,matte,full,spray,4.1,cal losangeles,setz makeup finishing spray soft focus effect - 100 ml," Rs. 2,255.00 ",all,fair to light,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15273450/2021/8/26/91330f24-fc3c-4523-b84c-be591f15f28e1629991972489CALLosangeles1.jpg",
makeup_290,foundation,https://www.myntra.com/foundation-and-primer/makeup-revolution-london/makeup-revolution-london-conceal--define-full-coverage-foundation---f7-23-ml/8434363/buy,https://www.myntra.com/foundation-and-primer/makeup-revolution-london/makeup-revolution-london-conceal--define-full-coverage-foundation---f7-23-ml/8434363/buy,F7,,matte,full,liquid,4,makeup revolution london,conceal & define full coverage foundation - f7 23 ml," Rs. 4,710.00 ",normal,medium to dark,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/8434363/2019/7/4/b8b202a3-53d2-41cb-b3e2-f8d5ce20f3a61562232518126-Makeup-Revolution-London-Conceal--Define-Full-Coverage-Found-1.jpg",
makeup_291,foundation,https://www.myntra.com/foundation-and-primer/chambor/chambor-enriched-revitalising-makeup-foundation---honey-no-301-/8882609/buy,https://www.myntra.com/foundation-and-primer/chambor/chambor-enriched-revitalising-makeup-foundation---honey-no-301-/8882609/buy,Honey no.301,Sun protection,matte,medium,liquid,4.4,chambor,enriched revitalising makeup foundation - honey no. 301," Rs. 6,475.00 ",normal,fair to light,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/8882609/2019/3/13/9c5f1721-9100-4429-8cbe-baa794e1be3b1552470517061-Chambor-Honey-No301-Enriched-Revitalising-Makeup-Foundation--1.jpg",
makeup_292,foundation,https://www.myntra.com/foundation-and-primer/sivanna-colors/sivanna-colors-mini-bowknot-foundation-20ml/15848192/buy,https://www.myntra.com/foundation-and-primer/sivanna-colors/sivanna-colors-mini-bowknot-foundation-20ml/15848192/buy,Cream,Oil control,natural,full,liquid,4.3,sivanna colors,mini bowknot foundation 20ml," Rs. 4,950.00 ",all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15848192/2021/10/18/cdb3f278-eb85-4830-9cc5-a782df727de01634566830652SivannaColorsMinibowknotFoundationHF3028021.jpg",
makeup_293,foundation,https://www.myntra.com/foundation-and-primer/revlon/revlon-touch--glow-moisturizing-liquid-make-up---ivory-mist/2130420/buy,https://www.myntra.com/foundation-and-primer/revlon/revlon-touch--glow-moisturizing-liquid-make-up---ivory-mist/2130420/buy,Ivory mist,brightening,natural,low,liquid,4.2,revlon,touch & glow moisturizing liquid make up - ivory mist," Rs. 1,410.00 ",all,fair to light,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2130420/2020/12/23/85337d02-39c3-4550-8651-6ce202661bca1608701953845-Revlon-Women-Foundation-and-Primer-6751608701953260-1.jpg",
makeup_294,foundation,https://www.myntra.com/foundation-and-primer/swiss-beauty/swiss-beauty-high-coverage-waterproof-base-foundation---rose-blush-02/15580242/buy,https://www.myntra.com/foundation-and-primer/swiss-beauty/swiss-beauty-high-coverage-waterproof-base-foundation---rose-blush-02/15580242/buy,Rose blush 02,Dryness,natural,full,cream,4.2,swiss beauty,high coverage waterproof base foundation - rose blush 02," Rs. 1,495.00 ",dry,fair to light,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15580242/2021/10/20/4040bd67-127b-4430-a114-868091eb41041634727688521-SWISS-BEAUTY-Women-Foundation-and-Primer-5731634727688397-1.jpg",
makeup_295,foundation,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-ultime-pro-matte-mousse-foundation--beige-03-30gm/8875607/buy,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-ultime-pro-matte-mousse-foundation--beige-03-30gm/8875607/buy,Beige 03,,natural,medium,cream,3.8,faces canada,ultime pro matte mousse foundation beige 03 30gm," Rs. 3,495.00 ",all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/8875607/2019/5/14/9cac80ee-0711-4c74-ba88-ce8cba471d3e1557834057282--FACES-CANADA-03-Beige-Ultime-Pro-Matte-Mousse-Foundation-30-1.jpg",
makeup_296,foundation,https://www.myntra.com/foundation-and-primer/iba/iba-women-must-have-waterproof-liquid-foundation---golden-sand-30-ml-/15753866/buy,https://www.myntra.com/foundation-and-primer/iba/iba-women-must-have-waterproof-liquid-foundation---golden-sand-30-ml-/15753866/buy,Golden sand,Waterproof,matte,full,liquid,4.2,iba,women must have waterproof liquid foundation - golden sand 30 ml," Rs. 2,795.00 ",all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15753866/2021/10/6/3a9cb39a-bcee-4c6d-b0a1-2b8f7aef635c1633521730795n1.jpg",
makeup_297,foundation,https://www.myntra.com/foundation-and-primer/colorbar/colorbar-women-beige-24hrs-weightless-liquid-foundation-fw-33-25-ml/13353030/buy,https://www.myntra.com/foundation-and-primer/colorbar/colorbar-women-beige-24hrs-weightless-liquid-foundation-fw-33-25-ml/13353030/buy,FW 3.3,Oil control,luminous,full,liquid,4.4,colorbar,women beige 24hrs weightless liquid foundation-fw 3.3 25 ml," Rs. 4,225.00 ",normal,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13353030/2021/5/25/3285d557-ac3a-41ff-9000-dae9b4fa8b631621923880276ColorbarWomenBeige24HrsWeightlessLiquidFoundation-FW3325ml1.jpg",
makeup_298,foundation,https://www.myntra.com/foundation-and-primer/pac/pac-women-30-hd-liquid-foundation-30-ml/8118247/buy,https://www.myntra.com/foundation-and-primer/pac/pac-women-30-hd-liquid-foundation-30-ml/8118247/buy,HD 3.0,Uneven Texture,natural,medium,liquid,4.6,pac,women 3.0 hd liquid foundation 30 ml," Rs. 4,375.00 ",normal,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/8118247/2019/3/5/7ae0d3db-316a-4835-b6d6-d954c86156971551779355715-PAC-Women-Foundation-and-Primer-6821551779355472-1.jpg",
makeup_299,foundation,https://www.myntra.com/foundation-and-primer/maybelline/maybelline-new-york-set-of-colossal-bold-liner--fit-me-matte-liquid-foundation/15060306/buy,https://www.myntra.com/foundation-and-primer/maybelline/maybelline-new-york-set-of-colossal-bold-liner--fit-me-matte-liquid-foundation/15060306/buy,warm nude 128,Oil control,matte,medium,liquid,4.5,maybelline,new york set of colossal bold liner & fit me matte liquid foundation," Rs. 2,950.00 ",all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15060306/2021/8/12/9e474045-055a-436b-93ce-991ac7e41f3d1628761112736MaybellineSetofColossalBoldLinerLashSensationalMascaraHighli1.jpg",
makeup_300,foundation,https://www.myntra.com/foundation-and-primer/miss-claire/miss-claire-professional-stick-foundation---fs36/15323218/buy,https://www.myntra.com/foundation-and-primer/miss-claire/miss-claire-professional-stick-foundation---fs36/15323218/buy,FS36,Acne or Blemishes,natural,medium,stick,4.2,miss claire,professional stick foundation - fs36," Rs. 2,360.00 ",dry,medium to dark,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15323218/2021/10/13/44cebcfc-cf77-4a3f-8672-c7b686e5f34a1634126088156MissClaireProfessionalStickFoundation-FS361.jpg",
